video_id,title,description,conspirative
ZCfCidBHe5A,15 minute cities #15minutecity,"15 minute cities

#15minutecity #citynews #longinthetruth",True
w8ywCCAhJSM,The 15 Minute City - A Good Life or an Infringement on Freedoms?,"The 15-Minute City: a term to describe compact, mixed-use neighborhoods, has become a political football, where critics believe the idea could result in an infringement on personal freedoms. 

On this Upzoned podcast, host Abby Kinney and special guest Kevin Klinkenberg, talk about this contentious topic and answer the question: Are the concerns people have about 15 minute cities warranted, or is this something that we should all be rolling our eyes at and moving on from? 

LINKS
“The 15 Minute City - Where Urban Planning Meets Conspiracy Theories,” by Chris Standford, The New York Times (March, 2023): https://www.nytimes.com/2023/03/01/world/europe/15-minute-city-conspiracy.html 

“The Messy City Podcast” by Kevin Klinkenberg: https://kevinklinkenberg.substack.com/podcast 

Follow Abby Kinney on Twitter: https://twitter.com/abbykatkc 

Follow Kevin Klinkenberg on Twitter: https://twitter.com/kevinklink?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor 

Cover image source: Irina Iriser/Pexels: https://www.pexels.com/photo/people-walking-on-road-beside-buildings-1002224/",True
X6BfAvVumkw,15 minutes cities already exist and are desirable and people love them #sydney #urbanism #tram,,False
er4lL6xIADU,Chris Sky: KITCHENER-WATERLOO Vows to Become a 15 Minute City!,"Remove Your Data from the Internet! Securing your data privacy is more important than ever. Start your free privacy scan and see how much of your data is being sold on the internet. https://www.dataseal.io/?via=FrontlineTV

Join our channel FLTV NEWS:
https://www.youtube.com/channel/UCkqZJ27rQrBe04KOaWT-eog/join
Keep NEWSFLASH Independent, by joining on Locals https://frontlinenewsflash.locals.com/support

Watch on Rumble & Odysee:
Rumble: http://rumble.com/c/THEFRONTLINETVNEWSFLASH
Odysee: https://odysee.com/@frontlinenewsflash:e

NEWSFLASH Merch - https://frontline-newsflash.creator-spring.com/

#15minutes #canadanews #kitchener",True
occ6BJqhbMc,"The Great Reset Conspiracy, Explained","Does the World Economic Forum want you to eat bugs? Are walkable cities part of a secret plan to trap us in our neighborhoods?  Are Klaus Schwab and his global elite friends plotting a ""Great Reset"" to control your life? 

No. (I mean billionaires still shouldn't exist but not because they want to make you eat bugs) 

The Great Reset conspiracy theory is just the next in a line of conspiracy theories that teach people to interpret all attempts to address climate change, no matter how toothless or greenwashed, as part of a larger plan to subjugate humanity under an eco-totalitarian regime. 

It's a strategy that has been used by Fox News, Joe Rogan, Charlie Kirk,  Glenn Beck, and other friends of fossil fuel companies. 

The end goal of this strategy is to hijack our discourse and make it impossible to talk about environmental policy in a rational way. 

0:00 15-minute cities 
1:04 The Great Reset 
4:35 Agenda 21
9:14 Conspiracy frameworks",False
0p-WnGIuu6o,Definitely planned as a 15 minute city and not an afterthought,,False
9aYCh9EKzDg,City without cars#15 minute paris#கார்கள் இல்லா நகரம்#pollution free city#shorts #facts,,False
ZRlJHGSgkuo,Waltham Forest '15 Minute Neighbourhoods' framework webinar,,False
aHVnHdyOoHg,Grande Prairie Mayor Doesn't Know What A 15 Min City Is,"This channel is supported by our Patreon's!
https://www.patreon.com/cdnpoli101

Find us on socials
Tiktok: https://www.tiktok.com/@cdnpoli101
Twitter: https://www.twitter.com/cdnpoli101
Instagram: https://www.instagram.com/cdnpoli101
Substack: https://canadianpolitics101.substack.com/",False
2gUumw1q6d0,Manifestación Oxford  contra las ciudades de 15 min .,,False
WPuYXbBS9x8,Slavery In 15-Minute Cities. Beware of Mixed-Use Development & Housing Complex. Solve Homelessness,"Slavery In 15-Minute Cities. Beware of Mixed-Use Development & Housing Complex. What's Your Plan To Solve Homelessness & Pauperism?
🟣 SUBSCRIBE for New Videos 🟣
► http://bit.ly/prophesyagaintv
► Facebook: https://www.facebook.com/SavedToServe
► Instagram: https://www.instagram.com/savedtoserve_
► Twitter: https://twitter.com/prophesyagaintv
► Rumble: https://rumble.com/user/ProphesyAgainTV
► Website: https://www.ProphesyAgain.org",True
SUyBZ6KDQOE,Halifax Counselors REACT to SHOCKING New 15 Minute City Plan - Complete Communities,"Mirror Via –  https://www.youtube.com/@TributetoCanada


🍁 PURE BLOOD ♓ 
Pantheistic White Nationalist
Boycott Israel & China 
FUCK ORGANIZED RELIGION,
FUCK NATO & FUCK GOVERNMENT

MATURE CONTENT - Enjoy at your own risk -  


- Willow connects you to all of my accounts - https://   wlo.link/@PRO42O
- Telegram - https://   t.me/CONSPIRACY_ARCHIVE
- Odysee - https://   odysee.com/@PRO42O:e
- VK - https://   vk.com/pro42o
- Bitchute - https://   www.bitchute.com/channel/BtmSMyayBRLH/
- Gab -  https://   gab.com/PRO42O
- Rumble Channel - https://   rumble.com/c/PRO42O
- Rumble User - https://    rumble.com/user/PRO42O
- Pilled - https://   pilled.net/profile/151039
- Clouthub - https://   app.clouthub.com/#/users/u/PRO42O
- Youtube - https://   www.youtube.com/@pro42o81 – (censored but active)
- (New) Youtube - https://   www.youtube.com/@pro42opureblood
- (New) Twitter - https://   twitter.com/RealPRO42O
- Locals - https://   www.locals.com/feed/44052/pro42o
- 2nd IG - https://   www.instagram.com/pro42o_pureblood/
- Dlive - https://   dlive.tv/PRO42O
- Kick - https://   kick.com/pro42o
- Twitch - https://   www.twitch.tv/pro42o
- Crypto Wallet MetaMask- 0x6600CA201cfd974A735DDd64dC2198d3561ba50a",True
6IwTWBfVYi0,10 Minute City Rain for Reflection | Sleep | Yoga,Take 10 minutes to recharge or reflect while absorbing the relaxing sounds of a calm city rainshower.,False
DZz9NEaezeU,Real Libertarians #9: 15 Minute Cities? More Like 15 Minute SATAN,"Libertarians are gonna have a very libertarian conversation about 15 minute cities.  

Time for a time - maybe even a good one!

https://youtube.com/live/DZz9NEaezeU?feature=share
Give me money if you like throwing money down large pits.

https://patreon.com/insanityisfree
https://ko-fi.com/insanityisfree

EMAILS

https://stats.sender.net/forms/dw81re/view 

-

Get Presearch, FREE: https://presearch.org/signup?rid=1962130

Sponsor:

Liberty Professionals, LLC will help you secure your home or small business. It's run by a residential security expert who is also an ASIS board certified Physical Security Professional. The firm also serves legal papers in Texas. Contact them for more information. They have all the necessary security skills to bring you peace of mind and stability for the future. They can also do remote security consultation, if you're not in Texas. They can consult and help people with camera brands, placement, technology in general, lighting, locks, and much more! Support liberty businesses, and these streams, by heading over to libertyprofessionals.com to get your consult today!

https://www.libertyprofessionals.com

While you’re looking for anarchist content, check out AgoristNexus – not only do I write there, but Wendy McElroy, Lily Forester, Graham Smith, Storm Delagora and more do as well, and they have anarchist business listings, interesting resources, and now publishing services! Head over to AgoristNexus.com today!

Support the show for free: https://bittubeapp.com/?ref?2JYEXYFGG

Join Pocketnet: https://t.co/6YQXkkV4V6

My videos PERMANENTLY preserved on the blockchain: https://odysee.com/@insanityisfree:5?r=EZKa2X8qyRBmG4CKi6J6TQa8Us8Mo21h

Get literally free money to try Privacy cards: https://privacy.com/join/AP6NV

Get $10 of free BTC when you sell or buy $100 of any currency on Coinbase: https://www.coinbase.com/join/hardin_4z

If you decide to support my work, I'd greatly appreciate it! My patrons have already massively helped me, and I can't thank y'all enough. 

https://patreon.com/insanityisfree

If Patreon isn't for you, totally understandable.

Here's an alternative: https://www.subscribestar.com/insanityisfree

There are also a couple options for crypto support.

Cointr.ee: https://cointr.ee/insanityisfree   

And there are multiple addresses here. Thank you if you decide to!

If you just want to throw some Federal Reserve Notes my way,  I'd also be extremely grateful.  I'm on Venmo and Paypal for now, and if there's any method I haven't listed, I'll get on it ASAP! Just let me know.

Venmo: https://venmo.com/insanityisfree  

PayPal: https://paypal.me/insanityisfree

My receiving addresses:

BTC 1C8hmf4D8oMs5pFwb5vGjc9GkMEjcYcow6

BCH qz3qh8fj0e0jm4w5aj6d4lne2qpew9cxtcszgqktr6

DASH XwjM7HQwdgZc9xiaKx1gXQV6jP5Amy2cxB

ETH 0x72c097d310Cbddd39554ccec06563f1dff693881

LTC LXhzmuu28Tw9faZ2KksfGQS6mvFW7dC44R

SMART SdGNyg7QU5p3VHerKcU1873QC5jXcBcb8G",True
_7E2JN4pJuM,La città dei 15 minuti spiegata bene,"La città dei 15 minuti è un progetto urbanistico elaborato da Carlos Moreno. 
Come funziona la città dei 15 minuti? Quali sono i suoi vantaggi e i suoi svantaggi? 

In questo video scopriamo come nasce questa innovativa visione urbana che potrebbe trasformare la nostra vita nelle città. 
Vedremo perché Carlos Moreno ha ideato un modello di città più adatta agli esseri umani ma soprattutto più sostenibile per il pianeta. 

Una visione ecologica, innovativa che comunque presenta alcune criticità che potrebbero ribaltarne il senso più profondo in una prospettiva futura. 

Seguimi anche su Instagram: https://www.instagram.com/archisax/ 

IL VIDEO IN CAPITOLI: 
00:00 | introduzione 
00:47 | città dei 15 minuti
04:25 | riferimenti storici 
06:22 | perché funziona
09:05 | criticità 

Se ti è piaciuto il video ISCRIVITI AL CANALE (cliccando sul pulsante rosso ""ISCRIVITI"") e fammi sapere nei commenti cosa ne pensi di questo video! 

Hai in mente un argomento che ti piacerebbe vedere su questo canale? Scrivilo nei commenti e così da farlo diventare il prossimo video!",False
76NXpp7lH-o,Integrating Technology in Smart City Projects: A Semiotic Approach,"“Integrating Technology in Smart City Projects: A Semiotic Approach”
By Federico Bellentani 

Abstract:

In 1980, 39% of the global population, resided in cities. By 2015, this number had surged to 54% and projections indicate it will reach 66% by 2050. As cities expand and evolve, the push of technology plays a pivotal role in shaping urban life. However, the rapid integration of technology into urban environments often overlooks the nuanced meanings and interpretations of city dwellers. 

This presentation introduces a semiotic methodology for embedding technology in smart city projects, focusing on the significance of people’s meanings and interpretations. By leveraging urban semiotics, it proposes a human-centered approach to smart city development that harmonizes technological advancements with the cultural and social fabric of urban populations. 

This semiotic framework advocates for a participatory process where technological solutions are not merely imposed but are thoughtfully integrated based on the local contexts, values and practices of urban communities. This approach aims to enhance human experiences, foster inclusive and sustainable communities and ensure that technological progress supports human well-being and agency. 

This presentation will contribute to an extended theoretical toolkit for studying cities as semiotic entities, considering also the contributions included in the edited book Semiotics approaches to urban space (by Bellentani, Panico & Yoka, Edward Elgar Publishing),and provide practical suggestions for integrating technology in ways that enhance the lived experiences of urban populations.

Moderator:

Monica Rector (Brazil))

Panel members:

Kristian Bankov (Bulgaria)

Roman Esqueda (Mexico)

Kenneth Foote (USA)

Dragos Gheorghiu (Romania)

Hubert Kowalewski (Poland)

Laura Oswald (USA)",False
kUA8grey1yg,Your Car Will Be a Bike in the 15 Minute Cities,,False
VwRRdovu-g0,15 minute cities/ affordable housing in kenya end game!,,False
lN-eOlWai-M,Are there 15-minute cities in USA?,"Exploring 15-Minute Cities in the USA • Discovering 15-Minute Cities • Join us as we delve into the concept of 15-minute cities in the USA, where urban areas prioritize accessibility to essential services within a 15-minute walk or bike ride. Discover how cities like Portland, Oregon, and Austin, Texas, are transforming their neighborhoods to create more walkable communities and reduce car dependency. Experience the convenience, sustainability, and enhanced quality of life that this urban planning model brings to residents.",False
9ocHtvx-qKg,Are Canadians Ready for a 15 Minute City?,,True
S_RdNMLta6s,Arizona- 🇺🇸 1st 15min City‼️ 🚨⏳🗣🔥🛸👑,KAL HALALYAM LA AHBANAWA YAHAWAH BAHASHAM YAHAWASHI BAHASHAM RAWCHAA HAQADASH LAIWALAMYAM #PRISMLiveStudio,False
5VGGf4wVnh8,Prepping - 15 Minute Cites are Bad News,"📺 THE BUNKER: https://www.youtube.com/@officialpreppernation2
💰PATREON: https://www.patreon.com/preppernation?fan_landing=true
☕ CLUB: https://www.youtube.com/channel/UC71uZiXBVao-a3T8LqPZNqg/join
📙 BOOKS: https://amzn.to/3bD8bkn
Email is NO LONGER active.

John Davis
P.O. Box 2409
Pulaski, VA  24301
(The P.O. Box is 45 minutes away and is checked once per week.)

Hey Nation! I'm an Amazon Associate and may earn from qualifying purchases.
#prepper​​ #SHTF​​ #zombies #prepping #wargaming #preppernation 
doomsday shtf preppernation ww3 world war 3 @officialpreppernation",True
VOw1Ti8IqmI,15 MINUTE CITIES+ WAR WITH ISRAEL CONNECTION?? LET ME KNOW WHAT THE PUBLIC THINKS! INSANE TIMES!,"THESE TWO VIDEOS EXPLAINS 15 MINUTE CITIES ARE BEING BUILT+ WAR WITH ISRAEL AND WHAT TO EXPECT NEXT!! LIKE, COMMENT, AND SUBCRIBE IF YOU WOULDNT MIND!!

#openborders #15minutecity #nwo #trump",True
9PXDdV49D5w,what is the one -minute city concept that swewden,what is the one -minute city concept that swewden #trend,False
VSIXF0JvkYc,15 minute cities are PRISONS. Wake up sheeple! #sydney #15minutecity #publictransport #urbanplanning,,True
-aQR-S53cDk,"High tech ""15 minute cities"" for humans. Would you trade freedom for ""perceived"" security?","The reality of high tech ""15 minute cities"" for humans. Would you trade freedom for ""perceived"" security?",True
yR5huuyywT0,Inside Cleveland’s plans to become a 15-minute city | Morning Spice Ep. #8,"When Paris mayor Anne Hidalgo touted the idea of becoming a 15-minute city—a place where it’s easy to reach work, school, stores, and other destinations on a short walk or bike ride—it didn’t have as far to go as many other cities. Hidalgo has pushed for multiple changes to help cut air pollution and improve quality of life, from making a highway car-free to adding so many bike lanes that the streets now look more like Copenhagen. But Paris was already compact, densely populated, and relatively easy to walk around in.",False
ZuPmvRAFzsc,15 minute cities a prison without walls,"We said they would use lockdowns for other things
WE WERE RIGHT

Please buy me a cuppa or a beer
https://www.buymeacoffee.com/RottenPolitics

Sign up to my website 
everything i create goes on there 
web site https://rottenpolitics.co.uk/
Merchandise all on the web site folks

Telegram https://t.me/RottenPolitics
GETTR https://www.gettr.com/user/rottenpolics

Rotten Politics 
https://www.youtube.com/c/RottenPolitics
Rotten to the core 
https://www.youtube.com/c/RottenToTheCore
Discord 
https://discord.gg/z2XCB8n
Guilded
https://www.guilded.gg/i/kjeNz8l2

Odysee 
https://odysee.com/@RottenPolitics:a
Gab 
https://www.gab.com/Rotten_Politics​​​
twitter 
https://twitter.com/PoliticsRotten​​​​​
@PoliticsRotten

Design arts provided by https://the99concepts.com/
if you wish to get your own he can be contacted here
enquires@the99concepts.com",True
3AzK9xsMOqw,Building a city in under 15-Minutes on CSII,"🌆 Building a 15-minute city challenge!! 🌆

Get ready for the ultimate urban adventure as we take on the 15-minute city challenge on the channel. Can we build a thriving city/town in just 15 minutes without pausing or speeding up the game? It's a race against the clock!

🕒 Join the fun as we start from scratch, no cheats allowed, and build a bustling metropolis in record time. Will we succeed, or will chaos reign supreme? Only one way to find out!

Hit that 'Subscribe' button, smash the 'Like' if you're as excited as we are, and don't forget to ring the notification bell so you never miss a video. Get ready for a whirlwind of excitement and urban development. Let's do this! 💪🏙️

IMPORTANT!!
Let me know if you want more of these types of videos!

#citiesskylines #citiesskylinesgame #citiesskylines2 #CityBuildingChallenge #15MinuteCity",False
ZBL6pAj8FOo,"Demo about oncoming restrictions, 15 minute cities etc.",,True
DJVLWPyXXvk,Was The Village The First 15 Minute City? | The Prisoner Puzzle,"Was The Village The First 15 Minute City? It is a question, not a statement. The Prisoner Puzzle, was filmed in 1977 with host, Warner Troyer. The Ontario Educational Communications Authority published this interview. The Prisoner was a 17 part series first shown in 1967 through to 1968. Published by ITC/ITV, over 17 million viewers tuned in to watch each episode. It featured one man's quest to retain his individuality in an enclosed village. Both literal and allegorical, the deep and dark series confused many on its release and has become one of the most popular shows ever broadcast. Often copied, parodied and even used in Iron Maiden's song, The Prisoner. The Prisoner series is available to buy as a DVD collection or through television download channels. PLEASE SUBSCRIBE to our new channel.

Kindly support us here: patreon.com/TheOfficialMinistryOfTruth

#smartcity #theprisoner #bigbrother #15minutecity",False
8KkWd8hf9X8,Dubai launches the concept of a '20-minute city' where residents can reach destinations within 20min,"Dubai unveils the concept of a '20-minute city'.
Residents will be able to travel to destinations within 20 minutes by foot or bicycle.
The initiative intends to beautify urban areas and reduce the carbon footprint.
The 20-minute city will be divided into four centres - sector centre, district centre, community centre, and neighbourhood centre. 
Each sector will feature different amenities such as a co-working hub, shopping centre, hospital, smart police station, school etcetera.
About 55 per cent of the residents will be placed within 800 meters of mass transit stations.
High-density areas will have connected pathways for pedestrians and soft mobility. 
The project is part of the Dubai 2040 Urban Masterplan by Sheikh Mohammed bin Rashid Al Maktoum, ruler of Dubai.


Subscribe Channeliam YouTube Channels here:
Malayalam ►  https://www.youtube.com/channelim
English ►  https://www.youtube.com/channeliamenglish
Hindi ►  https://www.youtube.com/c/ChannelIAMHindi

Stay connected with us on:
►  https://www.facebook.com/ChanneliamPage/
►  https://twitter.com/Channeliam
►  https://www.instagram.com/channeliamdotcom
►  https://www.linkedin.com/company/channeliam",False
mEwO3imZAWk,2023_03_15 minutes proximity and citizens participation .. Rita Cachado and Caterina Di Giovanni,"15 minutes proximity and citizens participation. Notes from Lisbon (Rita Cachado and Caterina Di Giovanni / ISCTE)
https://clicche.org/lw0/

ottimizzazione archiviazione e montaggio
raniero carloni",False
55ZQRKFY4Mc,How to assess the effectiveness of 20 Minute Neighbourhoods - West Dunbartonshire Council - SC22,,False
jcW_qGkPbLU,Echoes of the Valley - Driving Change,"About the episode: From the historic battles waged along the banks of the River Valley to the visionary aspirations of the 15-minute community movement, it becomes apparent that the true power to effect change lies not solely in the hands of policymakers and institutions but rather in the collective will of the people.

About the podcast: Echoes of the Valley explores the intricate relationship between transportation, the environment, and the profound influence of two periods and two communities in Edmonton, Alberta's capital city. Cohosts Eylse Colville and Emily Homeniuk examine the historical significance of Edmonton's North Saskatchewan River Valley, the challenges it faced during late 1960s, and the activists who worked to protect the valley. Building on this historical backdrop, Colville and Homeniuk discuss the contemporary 15-minute community movement and the push-back this neighbourhood model received.

Producers: Elyse Coville & Emily Homeniuk
Editors: Jo Dawyd & Aske Berentsen
Audio Editors: Emily Homeniuk & Jo Dawyd
Music: Emily Homeniuk",False
T5e12F8WHK0,"Those who want 15-Minute Cities speak about ""Israeli Settler Violence""","The people who are stoking violence and want to shove us into 15-Minute Cities...are the same people who yack about ""Israeli settler violence""",True
wZsIpH53bUs,They Finally Did It! No More Cars 15 Minute Smart Grid City!,,False
-zRGDgPdG5Q,15 Minute City Lockdowns,Entertainment educational and fun,True
tCD-urpScJw,The Bizarre Backlash to 15-Minute Cities,"Watch every episode of Induction two weeks early at http://go.nebula.tv/induction

The very first episode of Induction, in which Tom is joined by @munecat to talk about the bizarre backlash to 15-minute cities and the protest against them she attended in Oxford.

Check out Münecat's encounter with 10-minute city conspiracists in her excellent collaboration with @feedthemachinedocs here: https://youtu.be/I74xAVq25ck

*The Induction Team*
Hosted by Tom Nicholas
Edited by Georgia Burrows",False
yv2qCVA-ifw,15min to 20 minute towns it all ties in to their agenda,,True
EwkUeOQDGBU,Oxford Fifteen Minuite Cities Feb 2023,OXFORD 15 MIN CIties CAZ,False
-YJzQS_H4f4,15 Minute Cities: The Future Of Enslavement,"RUMBLE LINK!
https://rumble.com/c/c-2376002

Support me on Patreon!
https://www.patreon.com/BeyondTheRealm2",True
V2NLQkO82XI,"""No to ULEZ, NO to LTNS, NO to 15 Minute Cities"" (James Melville)","James Melville at our event - EDINBURGH: Public Forum - Who Benefits from ""20 Minute Neighbourhoods,"" LTNs, Low Emission Zones? Event 

Watch more here: https://www.youtube.com/watch?v=ZBVnzF5T_t4",True
T_eBSi6o9Jg,15 minute flight from #Belize City to Ambergris Caye and Caulker Caye #travelvlog #travel #shorts,,False
kENOs515IbI,Agenda 2030 and 15 minute cities w/ David Kurten | The FreedomCast Ep. 6,"On the FreedomCast we are joined by former UKIP politician and leader of the Heritage Party to talk about free speech in Britain, the 15 minute cities agenda and much more.
Check out the Heritage Party: https://heritageparty.org/

Follow David Kurten:

https://twitter.com/davidkurten
https://www.youtube.com/@davidkurten1
https://t.me/davidkurten

Subscribe to my Substack to support the show and never miss new episodes: https://petersweden.substack.com/",True
B9OjtFp3dsc,"""SUSTAINABLE DEVELOPMENT"" 15 MINUTE CITIES with BIG JOHN","According to the website https://www.15minutecity.com/ 15 minute cities are an important ""climate strategy"". The 15-Minute City Project is an information resource designed to help access-focused urban transformations be what we need them to be: ambitious, inclusive, measurable and effectively implemented.

IN REALITY, 15 minute cities are designed to create the ILLUSION of convenience when in fact entrapping communities into NWO-based, highly monitored and regulated prisons!

Links used in this broadcast:
https://www.15minutecity.com/about

https://www.15minutecity.com/blog/hello

https://allisrael.com/world-economic-forum-15-minute-city-the-ghetto-ization-of-humanity

https://www.youtube.com/watch?v=cha2cTCCml0

https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/

https://www.beesmart.city/en/strategy/the-15-minute-city-nurturing-communities-for-smarter-cities

https://sustainablemobility.iclei.org/15-minute-delivery-in-the-15-minute-city/

https://ti.org/antiplanner/?p=19736

https://www.spiked-online.com/2022/10/25/the-madness-of-the-15-minute-city/

https://www.bloomberg.com/news/articles/2021-03-02/the-downsides-of-a-15-minute-city

https://www.weforum.org/agenda/2021/11/15minute-city-falls-short/

https://www.youtube.com/watch?v=b6GgaJWcbww&t=4s

https://www.dazeddigital.com/life-culture/article/57869/1/15-minute-city-dystopian-right-wing-conspiracy-climate-friendly-paradise-tiktok

https://www.fastcompany.com/90823679/cleveland-15-minute-city

https://www.dezeen.com/2022/10/17/neom-death-sentences-saudi-arabia/

https://www.foxnews.com/world/how-much-of-the-united-states-does-china-really-own

https://www.engadget.com/the-line-neom-saudi-images-134030730.html

https://www.neom.com/en-us/regions/theline

https://www.thenationalnews.com/business/property/neom-s-the-line-will-be-a-futuristic-lab-for-the-15-minute-city-1.1144977

BIG JOHN TIKTIK:
https://www.tiktok.com/@bigjohn24982?_t=8YlUBqarcug&_r=1

ANTI-HERO TIKTOK:
https://www.tiktok.com/@imtheantihero?_t=8YlTzfH9hny&_r=1

NEW YOUTUBE BACKUP CHANNEL:
https://www.youtube.com/channel/UCCX9JpsQEf0ZuyAmhAcdcYA

FIND SOME OF OUR OLDER VIDEOS HERE: 
https://odysee.com/@GlobalWatchmenNews:3

WOMAN'S FELLOWSHIP GROUP
https://www.facebook.com/groups/3406658506245928

NEW Exposing Satanic World Government Facebook Page:
https://www.facebook.com/exposingsatanicworldgovernment2

Facebook Group - NOTHING TO SEE HERE
https://www.facebook.com/groups/gwneswg

Our Twitter:
https://twitter.com/GlobalWatchmen

We are on RUMBLE:
https://rumble.com/c/c-796797

We are on TWITCH:
https://www.twitch.tv/globalwatchmen

Follow us on Twitter
https://twitter.com/GlobalWatchmen

Laurie's Facebook:
https://www.facebook.com/lauriealexanderswan2/

Copyright Disclaimer: Citation of articles and authors in this report does not imply ownership. Works and images presented here fall under Fai

U.S. Code § 107. Limitations on exclusive rights: Fair use

The fair use of a copyrighted work for purposes such as criticism, comment, news reporting, teaching (including multiple copies for classroom use), scholarship, or research, is not an infringement of copyright.

© Copyright 2023 | Global Watchmen News | All rights reserved

#endtimes #neomcity #thelinecity",True
qbBe-UbEhak,15 Minute Cities: 12 year old girl destroys the idea of 15 minute cities in 3 minutes,"15 Minute Cities: 12 year old girl destroys the idea of 15 minute cities in 3 minutes 

15 minute city speech 

Do you trust the 15 minute cities?",True
7K1xltYMiI8,"GRN Episode 12 AI, 15 Minute Cities, and End Times","Mark and David Lindsted discuss artificial intelligence, 15 minute Cities, and the End Times.  Do we see these things in the Bible?  Are we getting close to the end of time?",True
rCN7e8ZcA5g,"list of 15 min.cities in canada 🇨🇦, part 2.",,False
AWnxACExO2k,15 Minutes Smart Cities Are Becoming A Reality,"Global 15 minutes' ""smart"" cities initiative launched at Davos. The project aims at developing cities where all necessary services for their citizens are just a small walk or a short cycling distance away.

Connect on:
Instagram: https://www.instagram.com/themcclonebrothers/
Twitter: https://twitter.com/themcclonebrot1
LinkedIn: https://www.linkedin.com/in/themcclonebrothers/
www.mbglobalestategroup.com
*MASTER YOUR MINDSET AND UNLOCK YOUR LIFE""
@mcclonecapital 

#smartcities #davos2023 #elonmusk #kimkardashian #nft #shorts #chase #wef23",True
FHbIWhUM_z8,The Tide Is Turning!,"German representative Christine Anderson blasts WEF’s 15-minute cities agenda.

#shorts",True
VE6gHZpFsgM,15 MIN CITIES/SLAVERY-LOCKDOWN: VOTE STEVEN D KELLEY 2024 🇺🇸,Steven D Kelley 2024 Nonpartisan Presidential Candidate 🇺🇸,True
e5kAQXleaLg,Zoomers Get Convinced to Live in '15-Minute City' in the Desert without Any Cars,"Gen-Z got convinced to rent apartments in an area with no cars where the only way out is a train

Support the show to get a weekly Bonus Podcast + exclusive content: www.PATREON.COM/UOPOD 

www.UOpod.com
www.UnauthorizedOpinions.com
instagram.com/unauthorizedopinionspod/

Andrew's YT: youtube.com/andrewsays
Twitter.com/andrewsaystv
Instagram.com/AndrewDoes
Streeters: youtube.com/andrewdoes

#unauthorizedopinions #tempe #15minutecity",True
wGGS0IPHRKU,Episode 13  15 Minute Cities,Homeschool Mom's Survival Guide- Episode 13: 15 Minute Cities,True
H-IUwTn564I,Would you live in a 15-minute city if that city aligned with your beliefs? #foodforthought,,True
LX5wt8jgMdE,15 Minute City,,False
3FpcNDsYt7g,"Exploring the Charms of Houston:Space,Culture,and Cuisine|Houston in 1 minute|1 minute cities","Exploring the Charms of Houston:Space,Culture,and Cuisine|Houston in 1 minute|1 minute cities
------------------------------------------------------------------------
👉Thank you for watching the video.
👉Subscribe to the channel to follow the latest videos.
------------------------------------------------------------------------
Houston, Texas, is a dynamic and thriving city that offers a unique blend of southern charm and modern innovation. As the fourth-largest city in the United States, it has become a cultural and economic powerhouse.

One of Houston's standout features is its dedication to space exploration. Home to NASA's Johnson Space Center, you can explore the wonders of the universe and learn about the history of space missions.

Houston's culinary scene is a delightful mix of flavors from around the world. With a wide range of restaurants, food trucks, and barbecue joints, it's a paradise for food enthusiasts.

The city's diverse neighborhoods each have their own character and attractions. The Museum District is a hub for art and culture, housing world-class institutions like the Museum of Fine Arts and the Houston Museum of Natural Science.

Houston is also known for its lush green spaces, with parks and bayous offering opportunities for outdoor activities. Buffalo Bayou Park and Hermann Park are popular spots for hiking, biking, and picnics.

The city's energy industry is a significant driver of its economy, but it's also a hub for healthcare, education, and technology, making it a great place to live and work.

Whether you're exploring the Space Center, enjoying a live music show, or savoring delicious Tex-Mex cuisine, Houston offers a diverse range of experiences that will leave you with lasting memories. It's a city that combines tradition with innovation, making it a fascinating destination for visitors and a welcoming home for its residents.


#houstontexas#livinginhoustontexas#movingtohoustontexas#houstontexasliving#texas#houston#houstontexasvlog#houstontexastour",False
8fM5DvabFGI,THE SUNWAY CITY || KUALA LUMPUR|| SNOWALK || Vlog  #malaysia #vlog #,"From Seoul and Paris to Singapore and Shanghai, we present to you Sunway City Kuala Lumpur (SCKL) - Malaysia's very own 15-minute city!
As a model smart sustainable city, SCKL continuously invests in mobility as well as self-sufficiency - becoming a blueprint for sustainable living in this part of the world as we go full steam ahead towards achieving net zero carbon emissions by 2050.
A sustainable way of life starts here at Sunway.
watch my vlog and do like share and subscribe my channel",False
wEPwaQRcTTw,NSW government seeking community feedback on ’30-minute city’ plans,"Sky News host James Macpherson says the New South Wales government is “seeking community feedback” on its plans for Australia’s first “30-minute city”.

The city is to be called Bradfield City and will be built next to the Western Sydney Airport. 

Mr Macpherson said the city is “due to be open in 2026”.

“It will have pedestrian-only thoroughfares.

“So, you won’t need a car, everything will be accessible by public transport within 30 minutes of where you live.”",True
d3aZPM_XT78,CHRIS SKY - 15 Minute Cities - Whyte Ave - Edmonton AB CANADA - Feb 10 2023 #agenda2030 #WEF,"Chris Sky - 15 Minute Cities - Whyte Ave - Edmonton AB CANADA - Feb 10, 2023 #Agenda2030 #WEF #15minutecity",True
